customer_key,customer_name,age,lifespan_months,total_orders,total_sales,total_quantity,total_products,age_group,customer_segment,last_order,recency,avg_order_value,avg_monthly_spend
16584,Calvin Xu,50,0,1,554,3,3,50 and above,New,2013-08-08,152,554.0000000000000000,
16585,Tina Malhotra,45,0,1,599,3,3,40-49,New,2013-08-21,151,599.0000000000000000,
16586,Candace Subram,45,0,1,563,4,4,40-49,New,2013-08-14,151,563.0000000000000000,
16587,Jenny She,52,0,1,1120,1,1,50 and above,New,2013-11-16,148,1120.0000000000000000,
16588,Cara Li,52,0,1,1145,2,2,50 and above,New,2013-11-24,148,1145.0000000000000000,
16589,Virginia Chandra,51,0,1,15,3,3,50 and above,New,2013-11-23,148,15.0000000000000000,
16590,Derek Yuan,47,0,1,1183,3,3,40-49,New,2013-12-01,148,1183.0000000000000000,
16591,Dominic Lopez,53,0,1,1189,4,4,50 and above,New,2013-12-23,147,1189.0000000000000000,
16592,Gerald Serrano,53,0,1,5,1,1,50 and above,New,2013-12-21,147,5.0000000000000000,
16593,Hector Ruiz,52,0,1,5,1,1,50 and above,New,2013-08-10,152,5.0000000000000000,
16594,Jorge Lin,47,0,1,14,2,2,40-49,New,2013-09-15,150,14.0000000000000000,
16595,Nicolas Andersen,53,0,1,40,2,2,50 and above,New,2013-03-12,157,40.0000000000000000,
16596,Jamie Wu,54,0,1,64,3,3,50 and above,New,2013-12-18,147,64.0000000000000000,
16597,Edgar Raman,49,0,1,64,3,3,40-49,New,2013-04-20,155,64.0000000000000000,
16598,Carl Jai,54,0,1,564,5,5,50 and above,New,2013-09-28,150,564.0000000000000000,
16599,Marco Gonzalez,54,0,1,556,4,4,50 and above,New,2013-09-01,151,556.0000000000000000,
16600,Cory Subram,54,0,1,604,2,2,50 and above,New,2013-09-11,151,604.0000000000000000,
16601,Destiny Sanchez,67,0,1,23,2,2,50 and above,New,2013-10-17,149,23.0000000000000000,
16602,Sydney Rogers,55,0,1,3578,1,1,50 and above,New,2011-01-02,183,3578.0000000000000000,
16603,Wyatt Campbell,67,0,1,783,1,1,50 and above,New,2012-12-17,159,783.0000000000000000,
16604,Mya Barnes,63,0,1,93,4,4,50 and above,New,2013-07-06,153,93.0000000000000000,
16605,Richard Brooks,63,0,1,3578,1,1,50 and above,New,2011-01-07,183,3578.0000000000000000,
16606,Miguel Martinez,52,0,1,3578,1,1,50 and above,New,2011-01-26,182,3578.0000000000000000,
16607,Courtney Edwards,63,34,2,5997,3,3,50 and above,VIP,2013-11-19,148,2998.5000000000000000,176.3823529411764706
16608,Joshua Martin,64,0,1,7,2,2,50 and above,New,2013-03-21,156,7.0000000000000000,
16609,Hector Hernandez,58,0,1,34,2,2,50 and above,New,2013-11-04,149,34.0000000000000000,
16610,Audrey Alonso,58,0,1,36,3,3,50 and above,New,2013-07-02,153,36.0000000000000000,
16611,Jeremy Washington,64,0,1,43,3,3,50 and above,New,2013-05-18,154,43.0000000000000000,
16612,Jack Edwards,63,0,1,3578,1,1,50 and above,New,2011-01-26,182,3578.0000000000000000,
16613,Lucas Hill,47,0,1,3578,1,1,40-49,New,2011-01-03,183,3578.0000000000000000,
16614,Alexia Washington,53,0,1,783,1,1,50 and above,New,2012-12-04,160,783.0000000000000000,
16615,Warren Ye,64,0,1,3578,1,1,50 and above,New,2011-01-16,182,3578.0000000000000000,
16616,Maria Henderson,55,33,2,5998,5,5,50 and above,VIP,2013-11-08,149,2999.0000000000000000,181.7575757575757576
16617,Emma Brown,54,34,2,5998,5,5,50 and above,VIP,2013-11-09,149,2999.0000000000000000,176.4117647058823529
16618,Morgan Phillips,45,34,2,5976,4,4,40-49,VIP,2013-11-27,148,2988.0000000000000000,175.7647058823529412
16619,Melanie Diaz,50,0,1,69,3,3,50 and above,New,2013-08-03,152,69.0000000000000000,
16620,Joseph Lee,50,0,1,34,2,2,50 and above,New,2013-07-11,153,34.0000000000000000,
16621,Nicole Hughes,50,0,1,89,3,3,50 and above,New,2013-09-22,150,89.0000000000000000,
16622,Edward Brown,51,34,2,5971,3,3,50 and above,VIP,2013-11-20,148,2985.5000000000000000,175.6176470588235294
16623,Lucas Wilson,58,0,1,29,1,1,50 and above,New,2013-09-02,151,29.0000000000000000,
16624,Christian Jackson,63,33,2,5984,5,5,50 and above,VIP,2013-11-06,149,2992.0000000000000000,181.3333333333333333
16625,Connor Russell,59,0,1,29,1,1,50 and above,New,2013-02-01,158,29.0000000000000000,
16626,Alexandria Hughes,64,33,2,5971,3,3,50 and above,VIP,2013-11-09,149,2985.5000000000000000,180.9393939393939394
16627,Connor Hayes,86,0,1,34,2,2,50 and above,New,2013-11-22,148,34.0000000000000000,
16628,Jason Yang,86,0,1,36,3,3,50 and above,New,2013-08-11,152,36.0000000000000000,
16629,Jasmine Hughes,51,0,1,5,1,1,50 and above,New,2013-08-05,152,5.0000000000000000,
16630,Jose Bryant,57,0,1,36,3,3,50 and above,New,2013-12-30,147,36.0000000000000000,
16631,Xavier Coleman,56,0,1,43,3,3,50 and above,New,2013-05-19,154,43.0000000000000000,
16632,Gabriella Phillips,45,0,1,34,2,2,40-49,New,2013-03-17,156,34.0000000000000000,
16633,Sheila Ortega,58,0,1,40,2,2,50 and above,New,2013-09-29,150,40.0000000000000000,
16634,Richard Russell,58,0,1,22,4,4,50 and above,New,2013-07-12,153,22.0000000000000000,
16635,Jacqueline Cooper,57,0,1,567,4,4,50 and above,New,2013-11-15,148,567.0000000000000000,
16636,Grace Perry,47,0,1,93,4,4,40-49,New,2013-12-15,147,93.0000000000000000,
16637,Paige Murphy,58,34,2,6011,5,5,50 and above,VIP,2013-11-26,148,3005.5000000000000000,176.7941176470588235
16638,Gabrielle Cook,58,0,1,69,3,3,50 and above,New,2013-07-04,153,69.0000000000000000,
16639,Marcus Brooks,53,0,1,36,3,3,50 and above,New,2013-06-02,154,36.0000000000000000,
16640,Emma Price,58,0,1,21,1,1,50 and above,New,2013-07-28,152,21.0000000000000000,
16641,Lauren Thomas,57,0,1,60,3,3,50 and above,New,2014-01-27,146,60.0000000000000000,
16642,Miranda Alexander,58,33,2,5962,2,2,50 and above,VIP,2013-10-29,149,2981.0000000000000000,180.6666666666666667
16643,Kayla Johnson,58,0,1,30,2,2,50 and above,New,2013-09-21,150,30.0000000000000000,
16644,Austin Henderson,58,0,1,55,2,2,50 and above,New,2013-10-12,150,55.0000000000000000,
16645,Alexandria Sanchez,53,0,1,23,2,2,50 and above,New,2013-09-18,150,23.0000000000000000,
16646,Colin Anand,53,34,2,6051,5,5,50 and above,VIP,2013-11-19,148,3025.5000000000000000,177.9705882352941176
16647,Jackson Li,58,34,2,5997,3,3,50 and above,VIP,2013-11-20,148,2998.5000000000000000,176.3823529411764706
16648,Daniel Moore,53,0,1,21,1,1,50 and above,New,2014-01-11,147,21.0000000000000000,
16649,Chase Rogers,64,0,1,23,2,2,50 and above,New,2013-07-12,153,23.0000000000000000,
16650,Evan Bailey,65,0,1,3578,1,1,50 and above,New,2011-01-16,182,3578.0000000000000000,
16651,Richard Griffin,65,0,1,23,2,2,50 and above,New,2013-09-21,150,23.0000000000000000,
16652,Jeremy Murphy,64,33,2,6021,4,4,50 and above,VIP,2013-11-19,148,3010.5000000000000000,182.4545454545454545
16653,Miguel Foster,66,0,1,75,3,3,50 and above,New,2013-08-05,152,75.0000000000000000,
16654,Kellie Rubio,85,0,1,129,3,3,50 and above,New,2013-05-18,154,129.0000000000000000,
16655,Carrie Diaz,85,0,1,21,1,1,50 and above,New,2013-03-28,156,21.0000000000000000,
16656,Melinda Alvarez,84,0,1,21,1,1,50 and above,New,2013-10-11,150,21.0000000000000000,
16657,Gabriel Bryant,83,0,1,70,1,1,50 and above,New,2013-08-05,152,70.0000000000000000,
16658,Frederick Chandra,83,0,1,84,4,4,50 and above,New,2013-11-28,148,84.0000000000000000,
16659,Cole Gray,84,0,1,27,3,3,50 and above,New,2013-04-03,156,27.0000000000000000,
16660,Jesse Lopez,84,0,1,75,2,2,50 and above,New,2013-01-28,158,75.0000000000000000,
16661,Gerald Carlson,84,0,1,21,1,1,50 and above,New,2013-12-24,147,21.0000000000000000,
16662,Christopher Martinez,84,0,1,23,2,2,50 and above,New,2013-02-24,157,23.0000000000000000,
16663,Bianca Zheng,60,33,2,5997,3,3,50 and above,VIP,2013-11-02,149,2998.5000000000000000,181.7272727272727273
16664,Aaron Collins,54,33,2,6047,4,4,50 and above,VIP,2013-11-16,148,3023.5000000000000000,183.2424242424242424
16665,Luis Roberts,54,0,1,60,3,3,50 and above,New,2013-04-15,155,60.0000000000000000,
16666,Miguel Patterson,66,0,1,21,1,1,50 and above,New,2013-05-28,154,21.0000000000000000,
16667,Alyssa Garcia,66,0,1,3578,1,1,50 and above,New,2011-01-06,183,3578.0000000000000000,
16668,Jessica Sanchez,65,34,2,5997,3,3,50 and above,VIP,2013-11-28,148,2998.5000000000000000,176.3823529411764706
16669,Kevin Gonzalez,66,34,2,6006,6,6,50 and above,VIP,2013-11-11,149,3003.0000000000000000,176.6470588235294118
16670,Katelyn Allen,55,33,2,5997,3,3,50 and above,VIP,2013-11-06,149,2998.5000000000000000,181.7272727272727273
16671,Kayla Long,56,33,2,5976,4,4,50 and above,VIP,2013-11-03,149,2988.0000000000000000,181.0909090909090909
16672,Jeremiah Martinez,67,34,2,5997,3,3,50 and above,VIP,2013-11-13,148,2998.5000000000000000,176.3823529411764706
16673,Justin Brown,67,0,1,3578,1,1,50 and above,New,2011-08-25,175,3578.0000000000000000,
16674,Jennifer Young,67,0,1,3578,1,1,50 and above,New,2011-01-28,182,3578.0000000000000000,
16675,Gabrielle Rivera,68,0,1,21,1,1,50 and above,New,2013-08-20,151,21.0000000000000000,
16676,Arianna Bell,67,0,1,27,3,3,50 and above,New,2013-06-14,153,27.0000000000000000,
16677,Trevor Flores,69,0,1,34,3,3,50 and above,New,2014-01-13,146,34.0000000000000000,
16678,Marissa Powell,69,0,1,84,3,3,50 and above,New,2013-07-22,152,84.0000000000000000,
16679,Angel Carter,69,0,1,3578,1,1,50 and above,New,2011-02-17,181,3578.0000000000000000,
16680,Kayla Walker,68,0,1,31,3,3,50 and above,New,2013-07-29,152,31.0000000000000000,
16681,Benjamin Foster,63,0,1,35,4,4,50 and above,New,2013-04-07,156,35.0000000000000000,
16682,Olivia Jackson,69,0,1,3578,1,1,50 and above,New,2011-02-15,181,3578.0000000000000000,
16683,Jennifer Kelly,69,0,1,23,2,2,50 and above,New,2013-11-25,148,23.0000000000000000,
16684,Alexandra Reed,71,0,1,39,2,2,50 and above,New,2013-09-01,151,39.0000000000000000,
16685,Emma Coleman,70,0,1,60,3,3,50 and above,New,2013-09-03,151,60.0000000000000000,
16686,Alfredo Torres,51,0,1,75,3,3,50 and above,New,2013-12-13,147,75.0000000000000000,
16687,Vincent Zhang,57,0,1,75,3,3,50 and above,New,2014-01-28,146,75.0000000000000000,
16688,Brandy Madan,56,0,1,1183,3,3,50 and above,New,2013-12-22,147,1183.0000000000000000,
16689,Arthur Sanz,51,0,1,166,3,3,50 and above,New,2013-01-28,158,166.0000000000000000,
16690,Seth Walker,57,0,1,540,1,1,50 and above,New,2013-09-13,150,540.0000000000000000,
16691,Jaime Navarro,53,0,1,575,2,2,50 and above,New,2013-09-18,150,575.0000000000000000,
16692,Marshall Goel,53,0,1,604,2,2,50 and above,New,2013-09-05,151,604.0000000000000000,
16693,Isaac Lopez,53,0,1,604,2,2,50 and above,New,2013-09-01,151,604.0000000000000000,
16694,Tyrone Alvarez,53,0,1,540,1,1,50 and above,New,2013-09-10,151,540.0000000000000000,
16695,Lee Gill,58,0,1,1184,4,4,50 and above,New,2013-12-18,147,1184.0000000000000000,
16696,Leslie Blanco,52,0,1,1120,1,1,50 and above,New,2013-11-30,148,1120.0000000000000000,
16697,Ruben Rana,58,0,1,1183,3,3,50 and above,New,2013-12-07,148,1183.0000000000000000,
16698,Melvin Nath,59,0,1,1120,1,1,50 and above,New,2013-12-07,148,1120.0000000000000000,
16699,Isabella Bell,59,0,1,1179,3,3,50 and above,New,2013-12-08,148,1179.0000000000000000,
16700,Rebecca Turner,53,0,1,1155,2,2,50 and above,New,2013-12-19,147,1155.0000000000000000,
16701,Barry Arun,90,0,1,40,2,2,50 and above,New,2013-05-11,155,40.0000000000000000,
16702,Joel Arthur,49,0,1,1155,2,2,40-49,New,2013-12-20,147,1155.0000000000000000,
16703,Darryl Lu,55,0,1,1155,2,2,50 and above,New,2013-12-06,148,1155.0000000000000000,
16704,Meredith Navarro,61,0,1,5,1,1,50 and above,New,2013-06-22,153,5.0000000000000000,
16705,Jimmy Romero,86,0,1,42,3,3,50 and above,New,2013-03-09,157,42.0000000000000000,
16706,Roger Pal,49,0,1,40,2,2,40-49,New,2013-12-02,148,40.0000000000000000,
16707,Brianna Flores,56,0,1,554,3,3,50 and above,New,2013-09-08,151,554.0000000000000000,
16708,Colleen Raji,50,0,1,561,2,2,50 and above,New,2013-09-15,150,561.0000000000000000,
16709,Katie Goel,56,0,1,64,3,3,50 and above,New,2013-08-31,151,64.0000000000000000,
16710,Clifford Lopez,52,0,1,629,3,3,50 and above,New,2013-09-02,151,629.0000000000000000,
16711,Sean Bailey,51,0,1,563,3,3,50 and above,New,2013-10-10,150,563.0000000000000000,
16712,Barbara Tang,57,0,1,618,4,4,50 and above,New,2013-09-30,150,618.0000000000000000,
16713,Teresa Munoz,58,0,1,1174,2,2,50 and above,New,2013-12-26,147,1174.0000000000000000,
16714,Lacey Zhao,59,0,1,1158,4,4,50 and above,New,2013-12-08,148,1158.0000000000000000,
16715,Omar Pal,59,0,1,1155,2,2,50 and above,New,2013-12-12,148,1155.0000000000000000,
16716,Mya Ross,48,0,1,1147,3,3,40-49,New,2013-12-07,148,1147.0000000000000000,
16717,Albert Ramos,53,0,1,7,2,2,50 and above,New,2013-06-29,153,7.0000000000000000,
16718,Ebony Romero,54,0,1,13,2,2,50 and above,New,2013-12-04,148,13.0000000000000000,
16719,Franklin Shan,42,0,1,59,2,2,40-49,New,2013-06-11,154,59.0000000000000000,
16720,Nathan King,58,0,1,599,3,3,50 and above,New,2013-10-05,150,599.0000000000000000,
16721,Arturo Wang,54,0,1,40,2,2,50 and above,New,2013-03-02,157,40.0000000000000000,
16722,Clayton Pal,64,0,1,166,3,3,50 and above,New,2013-10-23,149,166.0000000000000000,
16723,Melvin Jai,63,0,1,564,5,5,50 and above,New,2013-10-08,150,564.0000000000000000,
16724,Ruth Sullivan,66,0,1,1155,2,2,50 and above,New,2013-12-20,147,1155.0000000000000000,
16725,Tyler Martin,44,0,1,70,1,1,40-49,New,2013-09-26,150,70.0000000000000000,
16726,Samuel Sharma,40,0,1,120,2,2,40-49,New,2013-10-24,149,120.0000000000000000,
16727,Sophia Hall,40,0,1,3578,1,1,40-49,New,2011-02-04,182,3578.0000000000000000,
16728,Chloe Hill,41,0,1,6,2,2,40-49,New,2013-03-22,156,6.0000000000000000,
16729,Colleen Deng,83,0,1,68,2,2,50 and above,New,2013-11-23,148,68.0000000000000000,
16730,Sophia Phillips,41,0,1,13,2,2,40-49,New,2013-02-11,158,13.0000000000000000,
16731,Isabella Cox,42,0,1,4,1,1,40-49,New,2013-05-06,155,4.0000000000000000,
16732,Gabriel Shan,42,0,1,70,1,1,40-49,New,2013-12-12,148,70.0000000000000000,
16733,Katherine White,42,0,1,30,2,2,40-49,New,2013-11-09,149,30.0000000000000000,
16734,Ronald Subram,82,0,1,157,3,3,50 and above,New,2013-12-12,148,157.0000000000000000,
16735,Aaron McDonald,43,0,1,120,2,2,40-49,New,2013-06-05,154,120.0000000000000000,
16736,Shelby Sanders,43,0,1,84,4,4,40-49,New,2014-01-24,146,84.0000000000000000,
16737,Mackenzie Young,43,0,1,60,3,3,40-49,New,2013-12-01,148,60.0000000000000000,
16738,Brandon Taylor,43,0,1,23,2,2,40-49,New,2013-05-22,154,23.0000000000000000,
16739,Kaylee Parker,41,0,1,79,2,2,40-49,New,2013-09-20,150,79.0000000000000000,
16740,Marie Moreno,41,0,1,70,1,1,40-49,New,2013-05-15,154,70.0000000000000000,
16741,Jodi Nath,41,0,1,25,2,2,40-49,New,2013-03-17,156,25.0000000000000000,
16742,Gabrielle Foster,41,0,1,23,2,2,40-49,New,2014-01-21,146,23.0000000000000000,
16743,Devin Jones,41,0,1,21,1,1,40-49,New,2013-11-03,149,21.0000000000000000,
16744,Stefanie Garcia,73,0,1,1155,2,2,50 and above,New,2013-12-09,148,1155.0000000000000000,
16745,Gilbert Pal,77,0,1,643,5,5,50 and above,New,2013-01-21,158,643.0000000000000000,
16746,Levi Sanchez,77,0,1,618,4,4,50 and above,New,2013-01-06,159,618.0000000000000000,
16747,Dale Raje,77,0,1,629,4,4,50 and above,New,2013-02-27,157,629.0000000000000000,
16748,Edward Henderson,44,0,1,84,4,4,40-49,New,2013-12-01,148,84.0000000000000000,
16749,Luis Patterson,44,0,1,23,2,2,40-49,New,2013-10-02,150,23.0000000000000000,
16750,Alexis Brown,43,0,1,21,1,1,40-49,New,2013-08-14,151,21.0000000000000000,
16751,Carlos Phillips,44,0,1,23,2,2,40-49,New,2013-09-16,150,23.0000000000000000,
16752,Zoe Cooper,43,0,1,75,2,2,40-49,New,2013-05-29,154,75.0000000000000000,
16753,Christian Butler,45,0,1,3578,1,1,40-49,New,2011-08-19,175,3578.0000000000000000,
16754,Steven Morgan,44,0,1,25,2,2,40-49,New,2013-03-21,156,25.0000000000000000,
16755,Marcus Gonzalez,46,0,1,23,2,2,40-49,New,2013-08-22,151,23.0000000000000000,
16756,Alyssa Jenkins,46,0,1,60,3,3,40-49,New,2013-05-06,155,60.0000000000000000,
16757,Angela Ward,55,0,1,70,1,1,50 and above,New,2013-07-17,152,70.0000000000000000,
16758,Bobby Van,55,0,1,133,3,3,50 and above,New,2013-03-25,156,133.0000000000000000,
16759,Sara Cox,44,0,1,70,1,1,40-49,New,2013-03-25,156,70.0000000000000000,
16760,Alexandria Brooks,49,0,1,3578,1,1,40-49,New,2011-02-17,181,3578.0000000000000000,
16761,Latasha Bradley,46,0,1,1169,4,4,40-49,New,2013-05-30,154,1169.0000000000000000,
16762,Monica Madan,52,0,1,1155,2,2,50 and above,New,2013-06-11,154,1155.0000000000000000,
16763,Shawn Yuan,52,0,1,575,2,2,50 and above,New,2013-11-06,149,575.0000000000000000,
16764,Stephanie Wright,42,0,1,785,4,4,40-49,New,2013-10-05,150,785.0000000000000000,
16765,Jaclyn Becker,41,0,1,776,3,3,40-49,New,2013-10-14,149,776.0000000000000000,
16766,Jerry Tang,53,0,1,742,1,1,50 and above,New,2013-01-20,158,742.0000000000000000,
16767,Joel Vance,42,0,1,827,3,3,40-49,New,2013-01-03,159,827.0000000000000000,
16768,Brandy Arun,53,0,1,776,3,3,50 and above,New,2012-12-28,159,776.0000000000000000,
16769,Deanna Madan,53,0,1,742,1,1,50 and above,New,2013-10-17,149,742.0000000000000000,
16770,Marie Madan,53,0,1,776,3,3,50 and above,New,2013-10-23,149,776.0000000000000000,
16771,Autumn Zhao,53,0,1,751,2,2,50 and above,New,2013-02-22,157,751.0000000000000000,
16772,Terrance Subram,53,0,1,777,2,2,50 and above,New,2013-10-05,150,777.0000000000000000,
16773,Darrell Goel,54,0,1,124,3,3,50 and above,New,2013-03-07,157,124.0000000000000000,
16774,Alan Li,53,0,1,777,2,2,50 and above,New,2013-11-20,148,777.0000000000000000,
16775,Marc Munoz,48,0,1,771,2,2,40-49,New,2013-02-20,157,771.0000000000000000,
16776,Nina Shen,52,0,1,1120,1,1,50 and above,New,2013-06-24,153,1120.0000000000000000,
16777,Audrey Gomez,54,0,1,751,2,2,50 and above,New,2013-11-13,148,751.0000000000000000,
16778,Jarred Martin,54,0,1,778,4,4,50 and above,New,2013-02-20,157,778.0000000000000000,
16779,Tabitha Garcia,53,0,1,540,1,1,50 and above,New,2013-08-01,152,540.0000000000000000,
16780,Jordan Washington,55,0,1,40,2,2,50 and above,New,2013-11-15,148,40.0000000000000000,
16781,Christy Andersen,50,0,1,777,2,2,50 and above,New,2013-11-14,148,777.0000000000000000,
16782,Allen Sai,50,0,1,575,2,2,50 and above,New,2013-08-27,151,575.0000000000000000,
16783,Mason Hernandez,50,0,1,48,3,3,50 and above,New,2013-02-25,157,48.0000000000000000,
16784,Isabel Bradley,55,0,1,165,3,3,50 and above,New,2013-04-02,156,165.0000000000000000,
16785,Shane Arun,55,0,1,751,2,2,50 and above,New,2013-11-20,148,751.0000000000000000,
16786,Sebastian Bell,89,0,1,39,2,2,50 and above,New,2013-07-24,152,39.0000000000000000,
16787,Cynthia Raman,56,0,1,575,2,2,50 and above,New,2013-09-05,151,575.0000000000000000,
16788,Gerald Ramos,56,0,1,69,4,4,50 and above,New,2013-02-25,157,69.0000000000000000,
16789,Brent Lin,40,0,1,6,2,2,40-49,New,2013-03-11,157,6.0000000000000000,
16790,Nicolas Goldberg,57,0,1,554,3,3,50 and above,New,2013-08-30,151,554.0000000000000000,
16791,Molly Srini,57,0,1,563,4,4,50 and above,New,2013-09-05,151,563.0000000000000000,
16792,Shawna Deng,46,0,1,777,2,2,40-49,New,2013-03-02,157,777.0000000000000000,
16793,Jacquelyn Alonso,57,0,1,751,2,2,50 and above,New,2013-03-10,157,751.0000000000000000,
16794,Mitchell Shan,87,0,1,55,2,2,50 and above,New,2014-01-05,147,55.0000000000000000,
16795,Dawn Kumar,87,0,1,25,2,2,50 and above,New,2013-03-03,157,25.0000000000000000,
16796,Holly Vance,54,0,1,1174,2,2,50 and above,New,2013-07-03,153,1174.0000000000000000,
16797,Jarrod Patel,54,0,1,1134,3,3,50 and above,New,2013-08-03,152,1134.0000000000000000,
16798,Melvin Deng,54,0,1,1120,1,1,50 and above,New,2013-05-30,154,1120.0000000000000000,
16799,Brandon Bryant,54,0,1,1174,2,2,50 and above,New,2013-07-13,152,1174.0000000000000000,
16800,Bryce Watson,43,0,1,1174,2,2,40-49,New,2013-01-18,158,1174.0000000000000000,
16801,Regina Suri,53,0,1,1120,1,1,50 and above,New,2013-02-02,158,1120.0000000000000000,
16802,Kaitlyn Cooper,51,0,1,777,2,2,50 and above,New,2013-02-28,157,777.0000000000000000,
16803,Robyn Romero,57,0,1,561,2,2,50 and above,New,2013-09-17,150,561.0000000000000000,
16804,Theresa Suarez,57,0,1,40,2,2,50 and above,New,2013-05-13,154,40.0000000000000000,
16805,Shaun Xu,47,0,1,54,2,2,40-49,New,2013-09-25,150,54.0000000000000000,
16806,Barbara Ye,58,0,1,49,3,3,50 and above,New,2013-11-11,149,49.0000000000000000,
16807,Krista Sanz,53,0,1,4,1,1,50 and above,New,2013-02-19,157,4.0000000000000000,
16808,Shaun Kumar,85,0,1,5,1,1,50 and above,New,2013-02-17,157,5.0000000000000000,
16809,Christopher Clark,49,0,1,866,5,5,40-49,New,2013-11-13,148,866.0000000000000000,
16810,Arianna Sanchez,49,0,1,1164,3,3,40-49,New,2013-07-18,152,1164.0000000000000000,
16811,Meghan Munoz,56,0,1,578,4,4,50 and above,New,2013-12-14,147,578.0000000000000000,
16812,Darren Vazquez,57,0,1,1155,2,2,50 and above,New,2013-07-20,152,1155.0000000000000000,
16813,Alison Lal,43,0,1,40,2,2,40-49,New,2013-08-18,151,40.0000000000000000,
16814,Roy Vance,43,0,1,23,2,2,40-49,New,2013-08-18,151,23.0000000000000000,
16815,Katrina Shan,40,0,1,182,3,3,40-49,New,2013-03-16,156,182.0000000000000000,
16816,Jamie Chow,40,0,1,110,4,4,40-49,New,2013-02-15,157,110.0000000000000000,
16817,Erick Kapoor,41,0,1,49,3,3,40-49,New,2013-05-24,154,49.0000000000000000,
16818,Sandra Hu,51,0,1,563,3,3,50 and above,New,2013-12-17,147,563.0000000000000000,
16819,Candice Hu,52,0,1,608,4,4,50 and above,New,2013-12-27,147,608.0000000000000000,
16820,Michele Martin,57,0,1,2419,2,2,50 and above,New,2013-01-14,158,2419.0000000000000000,
16821,Joel Patel,57,0,1,2419,2,2,50 and above,New,2012-12-29,159,2419.0000000000000000,
16822,Leonard Deng,57,0,1,2428,3,3,50 and above,New,2013-02-12,158,2428.0000000000000000,
16823,Jerry Lal,53,0,1,34,3,3,50 and above,New,2013-07-24,152,34.0000000000000000,
16824,Joan Gao,41,0,1,1164,3,3,40-49,New,2013-07-05,153,1164.0000000000000000,
16825,Michele Moreno,42,0,1,786,3,3,40-49,New,2013-11-01,149,786.0000000000000000,
16826,Christy Zimmerman,41,0,1,901,2,2,40-49,New,2013-04-25,155,901.0000000000000000,
16827,Nicolas Xu,42,0,1,23,2,2,40-49,New,2013-04-21,155,23.0000000000000000,
16828,Meagan Malhotra,41,0,1,25,2,2,40-49,New,2013-11-07,149,25.0000000000000000,
16829,Ernest Gao,42,0,1,27,3,3,40-49,New,2013-03-23,156,27.0000000000000000,
16830,Jorge Wang,43,0,1,40,2,2,40-49,New,2013-12-03,148,40.0000000000000000,
16831,Caleb Hall,43,0,1,60,3,3,40-49,New,2013-11-08,149,60.0000000000000000,
16832,Clinton Vazquez,43,0,1,27,3,3,40-49,New,2014-01-23,146,27.0000000000000000,
16833,Margaret Powell,44,0,1,21,1,1,40-49,New,2013-08-11,152,21.0000000000000000,
16834,Dawn Lu,46,0,1,21,1,1,40-49,New,2013-11-18,148,21.0000000000000000,
16835,Diana Suarez,46,0,1,14,2,2,40-49,New,2013-07-09,153,14.0000000000000000,
16836,Darren Ruiz,46,0,1,43,4,4,40-49,New,2013-02-23,157,43.0000000000000000,
16837,Pedro Navarro,45,0,1,5,1,1,40-49,New,2013-03-17,156,5.0000000000000000,
16838,Kelsey Jai,46,0,1,60,3,3,40-49,New,2013-02-15,157,60.0000000000000000,
16839,Janelle Sai,46,0,1,30,2,2,40-49,New,2013-11-24,148,30.0000000000000000,
16840,Susan Li,45,0,1,2419,2,2,40-49,New,2013-03-13,156,2419.0000000000000000,
16841,John Johnson,42,0,1,49,3,3,40-49,New,2013-05-30,154,49.0000000000000000,
16842,Gerald Vance,58,0,1,60,3,3,50 and above,New,2013-03-19,156,60.0000000000000000,
16843,Evelyn Arun,53,0,1,23,2,2,50 and above,New,2013-06-28,153,23.0000000000000000,
16844,Gerald Navarro,85,0,1,27,3,3,50 and above,New,2013-07-09,153,27.0000000000000000,
16845,Arturo Li,83,0,1,90,3,3,50 and above,New,2013-06-18,153,90.0000000000000000,
16846,Angel Wright,53,0,1,751,2,2,50 and above,New,2013-11-02,149,751.0000000000000000,
16847,Albert Rubio,58,0,1,791,4,4,50 and above,New,2013-12-03,148,791.0000000000000000,
16848,Kristina Rana,62,0,1,23,2,2,50 and above,New,2013-06-18,153,23.0000000000000000,
16849,Fernando Perez,64,0,1,27,3,3,50 and above,New,2013-10-28,149,27.0000000000000000,
16850,Dalton Adams,59,0,1,40,2,2,50 and above,New,2013-11-07,149,40.0000000000000000,
16851,Jason Green,65,0,1,73,4,4,50 and above,New,2013-03-27,156,73.0000000000000000,
16852,Diana Martin,82,0,1,40,2,2,50 and above,New,2013-04-08,156,40.0000000000000000,
16853,Jamie Ramos,81,0,1,575,2,2,50 and above,New,2013-09-11,151,575.0000000000000000,
16854,Amy Zheng,80,0,1,19,3,3,50 and above,New,2013-09-22,150,19.0000000000000000,
16855,Marc Rubio,79,0,1,750,2,2,50 and above,New,2013-12-02,148,750.0000000000000000,
16856,Lisa Ye,78,0,1,23,2,2,50 and above,New,2013-11-02,149,23.0000000000000000,
16857,Bonnie Tang,79,0,1,578,4,4,50 and above,New,2013-09-26,150,578.0000000000000000,
16858,Brandi Munoz,78,0,1,40,2,2,50 and above,New,2013-03-14,156,40.0000000000000000,
16859,Anders Skj├©naa,77,0,1,75,3,3,50 and above,New,2013-07-20,152,75.0000000000000000,
